"state","date","coal","conventional_hydroelectric","natural_gas","nuclear","other","other_gases","other_renewables_(total)","petroleum_coke","petroleum_liquids","renewables"
"ND","2005-01-01",94.9354682588915,4.13433705340365,0.0510404732736083,0,0,0.150156148631594,0.581667553515,0,0.147330512284647,4.71600460691864
"ND","2005-02-01",95.78720001022,3.34151686292872,0.0442455448560775,0,0,0.159887248898175,0.618401768862906,0,0.0487485642341565,3.95991863179162
"ND","2005-03-01",95.4196442473992,3.5045680228802,0.0456082560903618,0,0,0.182510027423925,0.76243556894506,0,0.0852338772612975,4.26700359182526
"ND","2005-04-01",92.7219120913833,5.76575401953606,0.0389512404250271,0,0,0.191315686831991,1.13028976562155,0,0.151777196202057,6.89604378515761
"ND","2005-05-01",94.0458088328969,4.78632294105679,0.0229874558944063,0,0,0.203300075058105,0.856721174602735,0,0.0848595204910923,5.64304411565953
"ND","2005-06-01",93.8990232081762,4.9496086916365,0.0304787557960867,0,0,0.217559856642831,0.712415392939404,0,0.190914094808948,5.6620240845759
"ND","2005-07-01",94.776148748174,4.34347950293416,0.0223763638662019,0,0,0.185700991674345,0.53625962436166,0,0.13603476898966,4.87973912729582
"ND","2005-08-01",94.8314711211346,4.40618277272077,0.0124826047977393,0,0,0.198028767104168,0.469906031014966,0,0.0819287032277288,4.87608880373573
"ND","2005-09-01",94.9484905984244,4.08190989512359,0.0122449465458018,0,0,0.195328806667289,0.632580986812243,0,0.129444766426684,4.71449088193583
"ND","2005-10-01",95.2788587615673,3.61129962010297,0.0151927176021193,0,0,0.210362816629226,0.809373096689298,0,0.0749129874090664,4.42067271679226
"ND","2005-11-01",95.1795660507358,3.72755456292918,0.00630186523388768,0,0,0.177904454192354,0.834073081553645,0,0.0745999853551235,4.56162764448282
"ND","2005-12-01",94.7774407908462,4.13820833533431,0.00585796976527409,0,0,0.16750863334405,0.812460289043071,0,0.0985239816671289,4.95066862437738
"ND","2006-01-01",93.7650331300693,4.91868604133228,0.0462402101887496,0,0,0.142235128574075,1.02034727859004,0,0.107458211245612,5.93903331992231
"ND","2006-02-01",94.4055896482264,4.04096552795115,0.0538937292006193,0,0,0.152052800986752,1.22534768741044,0,0.122150606224641,5.26631321536159
"ND","2006-03-01",94.0739513772466,4.28188144832938,0.0539504589196065,0,0,0.180072779588324,1.22787023600122,0,0.182273699914881,5.5097516843306
"ND","2006-04-01",93.8482591387634,4.4295510743068,0.0604949352652855,0,0,0.193469190789979,1.39604408125848,0,0.0721815796160965,5.82559515556527
"ND","2006-05-01",92.4085543666868,5.5506781539759,0.0103853710908033,0,0,0.222484040197201,1.66027346323571,0,0.1476246048136,7.21095161721161
"ND","2006-06-01",92.3343946482642,6.21125479037047,0.00777106216810728,0,0,0.21736948903373,1.06004332874447,0,0.169166681419063,7.27129811911493
"ND","2006-07-01",93.1688670938264,5.74359397541231,0.00580218301540277,0,0,0.190839617523003,0.818621011197446,0,0.0722761190254451,6.56221498660976
"ND","2006-08-01",93.03221109919,5.90641871454429,0.00701112442964047,0,0,0.198213479181778,0.785080984327802,0,0.0710645983264974,6.69149969887209
"ND","2006-09-01",93.5636885269419,5.12024638507777,0.00683007862293969,0,0,0.21094502205248,1.00392488405699,0,0.0943651032479208,6.12417126913476
"ND","2006-10-01",94.7452388624124,3.63406322110172,0.00795430217423544,0,0,0.198211906631607,1.34526031891987,0,0.0692713887601343,4.9793235400216
"ND","2006-11-01",92.5088354019673,5.27389739327167,0.00920398104955016,0,0,0.241194684324442,1.69146527405395,0,0.275403265333032,6.96536266732563
"ND","2006-12-01",93.936831046049,4.01083703697519,0.00688643131964756,0,0,0.168908847385523,1.58445251962647,0,0.292084118644222,5.59528955660165
"ND","2007-01-01",93.3365087959374,4.00774092146245,0.0587640484756167,0,0,0.131306386413811,2.2391102813758,0,0.226569566334937,6.24685120283825
"ND","2007-02-01",93.9710268503776,4.0785435665823,0.0640197219936719,0,0,0.13133447695043,1.56344661192404,0,0.191628772171999,5.64199017850633
"ND","2007-03-01",93.0593579693142,4.30161830324759,0.0793289030070705,0,0,0.141661116021157,2.24738615399666,0,0.170647554413359,6.54900445724425
"ND","2007-04-01",93.538506209542,4.21346924559581,0.0611239854685876,0,0,0.188949831928031,1.92058344016852,0,0.0773672872970746,6.13405268576433
"ND","2007-05-01",93.09259957257,4.16329422941297,0.0524048326332348,0,0,0.191992674660128,2.34810776457478,0,0.151600926148856,6.51140199398775
"ND","2007-06-01",92.842489502435,4.82247884321346,0.0306265091506486,0,0,0.203938255633594,1.84887849133082,0,0.251588398236483,6.67135733454428
"ND","2007-07-01",92.983386028057,5.28148197742026,0.0243522101601448,0,0,0.183276141987486,1.403966286161,0,0.123537356214121,6.68544826358126
"ND","2007-08-01",93.8790523865265,4.45223351899452,0.0363806201205318,0,0,0.165092334915696,1.38737971506404,0,0.0798614243786837,5.83961323405856
"ND","2007-09-01",93.3649249215552,3.86612522774122,0.055657257592712,0,0.0089279910941532,0.193808450173889,2.36725409628688,0,0.143302055555971,6.2333793240281
"ND","2007-10-01",94.1515719459111,3.43843858255939,0.0660288489790217,0,0.0117742403558304,0.166253361513965,2.09648809569347,0,0.0694449249872607,5.53492667825286
"ND","2007-11-01",93.687622128719,3.35642657681392,0.0689158826916177,0,0.00668734307728553,0.171844103298742,2.53859039884581,0,0.169913566553611,5.89501697565973
"ND","2007-12-01",92.9861522514333,3.96467046887988,0.0475922202294003,0,0.0107385597249189,0.158752694469444,2.5532095823647,0,0.278884222898347,6.51788005124458
"ND","2008-01-01",93.6693549627172,3.95875733725987,-0.000222628973218297,0,0.16939614217401,0,2.03904944635402,0,0.163664740468134,5.99780678361389
"ND","2008-02-01",93.7346607799203,4.08122397527112,-0.000178111592913308,0,0.174547841979623,0,1.9107405335065,0,0.0990049809153808,5.99196450877763
"ND","2008-03-01",93.2233278117409,3.71844809166376,-2.75931143637857e-06,0,0.139476097736672,0,2.5799885163765,0,0.338762241793589,6.29843660804026
"ND","2008-04-01",91.423506900946,3.95924867208604,-0.000139548795261689,0,0.189661248842904,0,4.31333033611102,0,0.11439239080928,8.27257900819705
"ND","2008-05-01",89.3596947188436,4.07346828380006,-0.000143952313006444,0,0.202953227986879,0,6.14160950822098,0,0.222418213461518,10.215077792021
"ND","2008-06-01",90.4551182662678,4.35602101958723,2.95142290531195e-05,0,0.186532719502247,0,4.78356972542378,0,0.218728754989869,9.13959074501101
"ND","2008-07-01",92.0278416059945,3.89380234067406,-0.000299824997367833,0,0.156701368903043,0,3.74185417010813,0,0.180100339317646,7.63565651078219
"ND","2008-08-01",90.0246074202753,4.12005697907807,-0.00036076521973318,0,0.159111016664924,0,5.58386672395767,0,0.112718625243725,9.70392370303574
"ND","2008-09-01",89.6564069493873,3.79257731660138,0.000199544408912962,0,0.158602612708233,0,6.32337837478756,0,0.0688352021066317,10.1159556913889
"ND","2008-10-01",88.3277925303463,3.34262161177817,-0.000147481083048872,0,0.16175774702833,0,8.05368482600063,0,0.114290765929636,11.3963064377788
"ND","2008-11-01",89.959058447878,3.05496336419625,-0.000242428136881525,0,0.145194670783076,0,6.76308479630918,0,0.0779411489703499,9.81804816050543
"ND","2008-12-01",86.616926038437,3.74645591853717,-0.000286880023644512,0,0.154295335643776,0,9.36059143491001,0,0.122018152495701,13.1070473534472
"ND","2009-01-01",86.0886211641643,4.17785740530975,0.0558212476299812,0,0,0.109898438660173,9.43660961343948,0,0.13119213079629,13.6144670187492
"ND","2009-02-01",86.8493861968368,4.25717317914811,0.0433419220740033,0,0,0.0825710069478651,8.65196716388115,0,0.115560531112111,12.9091403430293
"ND","2009-03-01",87.366105164093,2.7578226281139,0.0389589104907791,0,0,0.110846243337968,9.55989747786814,0,0.166369576096231,12.317720105982
"ND","2009-04-01",87.0159918287301,2.71789897046045,0.0329083958224907,0,0,0.0822503815295128,10.0720924978165,0,0.0788579256409939,12.7899914682769
"ND","2009-05-01",85.495252036884,4.31587057846704,0.0255991197765921,0,0,0.139254278991856,9.84537265858994,0,0.178651327290549,14.161243237057
"ND","2009-06-01",88.5944597317406,5.11014634622862,0.0783036651270822,0,0,0.182755998580926,5.91312477452921,0,0.121209483793528,11.0232711207578
"ND","2009-07-01",88.136975859312,5.21264324557558,0.0735926830629665,0,0,0.114206965950744,6.34229292176474,0,0.120288324333926,11.5549361673403
"ND","2009-08-01",88.1899085886955,5.29379304560233,0.0845071592954022,0,0,0.129951199992436,6.21293300051912,0,0.0889070058952326,11.5067260461215
"ND","2009-09-01",83.9721765443386,5.34805138808387,0.0516008056393055,0,0,0.212299608068147,10.3024176651223,0,0.113453988747825,15.6504690532061
"ND","2009-10-01",85.5759637401656,4.48554299004625,0.0331522497679655,0,0,0.038950955456368,9.70538689333217,0,0.16100317123162,14.1909298833784
"ND","2009-11-01",85.0373765116305,3.76197977010701,0.0224478757815848,0,0,0.0880116292164085,10.9618997850432,0,0.128284428221293,14.7238795551502
"ND","2009-12-01",86.4464920298901,4.49199119745827,0.0427278809245919,0,0,0.234218246913085,8.61449120730982,0,0.170079437504126,13.1064824047681
"ND","2010-01-01",84.6692387448196,4.9934443496901,0.0415603270881778,0,0.0773011444770278,0.114027767006745,9.96547649514146,0,0.13895117177685,14.9589208448316
"ND","2010-02-01",87.6812758190485,4.78887439337572,0.0313987651901022,0,0.0947653278516416,0.0755803587669052,7.18367804966626,0,0.144427286100906,11.972552443042
"ND","2010-03-01",85.6108116171209,3.80239524926956,0.0152215585286555,0,0.108391950509324,0.123300612847898,10.2310375673327,0,0.108841444390989,14.0334328166022
"ND","2010-04-01",81.7152588943014,3.50650258367237,0.0172203524292323,0,0.109910164461583,0.117493438925832,14.4169214771056,0,0.116693089103992,17.923424060778
"ND","2010-05-01",78.5969285125233,4.97221316828537,0.0416880056086475,0,0.123789987200244,0.171422844248665,15.9238347136772,0,0.170122768456554,20.8960478819626
"ND","2010-06-01",84.8354697754821,4.83770014878696,0.0661388229732243,0,0.114174393857453,0.0948246547045965,9.93789143802471,0,0.113800766170982,14.7755915868117
"ND","2010-07-01",86.1449109612724,4.8133639550618,0.111098659933675,0,0.109471130044866,0.0500693267991282,8.70460396984782,0,0.0664819970403325,13.5179679249096
"ND","2010-08-01",83.293664232911,5.21304861885077,0.115362664064155,0,0.118779217624084,0.076729477292367,11.0787688757573,0,0.10364691350033,16.2918174946081
"ND","2010-09-01",75.2893016746816,9.22387117327311,0.0309098229477925,0,0.100210024713755,0.162743076095495,15.1067123237587,0,0.0862519045295507,24.3305834970318
"ND","2010-10-01",74.3482692922429,10.5908557436759,0.032981619293371,0,0.131041062112351,0.0811536292625796,14.7266570143827,0,0.0890416390301644,25.3175127580586
"ND","2010-11-01",77.0268120196562,8.80565619181567,0.0221879756793646,0,0.115153069664597,0.0744557512067992,13.8568278633646,0,0.0989071286127825,22.6624840551802
"ND","2010-12-01",82.4832352533838,5.25148334931746,0.0306562425459921,0,0.0908928456266906,0.0946713781876374,11.9618059328083,0,0.0872549981301364,17.2132892821258
"ND","2011-01-01",80.6278517164193,6.40106519507403,0.0399963045850604,0,0.0910442768037228,0.0602587088157418,12.6462495473907,0,0.133534250911435,19.0473147424648
"ND","2011-02-01",76.635008009459,6.78293393759437,0.0292858253803868,0,0.0905716365700648,0.0460807665501085,16.3594937748212,0,0.0566260496248773,23.1424277124156
"ND","2011-03-01",79.6069244739418,6.34506097326083,0.0386221787185142,0,0.105305393054667,0.111055254286763,13.7336691795521,0,0.0593625471853773,20.0787301528129
"ND","2011-04-01",76.6137770914561,5.38531015795642,0.0327048537582345,0,0.128620082916883,0.107058221067958,17.6449849915808,0,0.0875446012636452,23.0302951495372
"ND","2011-05-01",68.7130121200156,10.7359036154295,0.0292746940235142,0,0.148109238838865,0.0660353449722116,20.1125710098029,0,0.195093976917352,30.8484746252324
"ND","2011-06-01",75.8370121540447,8.63736816793626,0.0883511429513564,0,0.176854246892358,0.105272353461577,15.0306933641392,0,0.12444857057462,23.6680615320754
"ND","2011-07-01",82.8194735175752,7.18338146941676,0.184692793065989,0,0.133727744614805,0.119007882470059,9.45455466413009,0,0.105161928727144,16.6379361335469
"ND","2011-08-01",80.9977076707494,7.87677710986186,0.132922026958629,0,0.156395772436382,0.164482979450015,10.523267025302,0,0.148447415241725,18.4000441351638
"ND","2011-09-01",78.2503334127915,7.34931740172581,0.0407278936486934,0,0.157856557757355,0.212298396628293,13.8697470733867,0,0.119719264061719,21.2190644751125
"ND","2011-10-01",75.9725984968942,7.62455525437503,0.0281482049888473,0,0.128366560589015,0.234413730391045,15.9293710782165,0,0.0825466745454307,23.5539263325915
"ND","2011-11-01",72.7824197294258,8.76348655657041,0.018421782595441,0,0.115799973459391,0.0654485026130513,18.0720770739913,0,0.182346381344602,26.8355636305617
"ND","2011-12-01",77.0132169468857,5.8915648987989,0.0299554646404701,0,0.110278948742897,0.0735582639326766,16.7268304600147,0,0.154595016984698,22.6183953588136
"ND","2012-01-01",76.6914050254644,5.89431142203783,0.0252413632703638,0,0.136498139527021,0.0808225137926746,17.0611134305773,0,0.110608105330408,22.9554248526151
"ND","2012-02-01",80.2598482511243,6.49800139744255,0.0376379993029383,0,0.162838150976307,0.0746184493690427,12.9081950120054,0,0.058860739779455,19.4061964094479
"ND","2012-03-01",76.2859645790206,6.12118852252016,0.0409372681492883,0,0.152222742524769,0.0945410746442905,17.2348775712278,0,0.0702682419130864,23.356066093748
"ND","2012-04-01",71.0629178532363,8.46892190839403,0.0520036629225502,0,0.194345787023884,0.307507807449518,19.8249471194445,0,0.0893558615291491,28.2938690278386
